ID	LOCAL_ID	LANGUAGE	CONCEPT	INDONESIAN	VALUE	FORM
490	/records/1921672	Salkma	count	hitung	naharuwe	naharuwe
491	/records/1921612	Salkma	you (s)	kamu	nan	nan
492	/records/1921703	Salkma	split (wood)	membelah	nautelah	nautelah
493	/records/1921635	Salkma	dirty (hands)	kotor	ndaha	ⁿdaha
494	/records/1921671	Salkma	cough	batuk	ndi	ⁿdi
495	/records/1921555	Salkma	child	anak	ndrebo	ⁿdrebo
496	/records/1921669	Salkma	breathe	bernapas	nebar	nebar
497	/records/1921557	Salkma	father	bapak	nema	nema
498	/records/1921566	Salkma	mother	ibu	nemi	nemi
499	/records/1921613	Salkma	he, she	dia	nen	nen
500	/records/1921704	Salkma	stab	tikam	neska	neska
501	/records/1921547	Salkma	nail (finger)	kuku	niki	niki
502	/records/1921537	Salkma	elbow	siku	nisie	nisie
503	/records/1921539	Salkma	finger	jari	nitabo	nitabo
504	/records/1921721	Salkma	right side	kanan	nitoko	nitoko
505	/records/1921718	Salkma	left side	kiri	niuwe	niuwe
506	/records/1921700	Salkma	sleep	tidur	no	no
507	/records/1921678	Salkma	drink	minum	noko	noko
508	/records/1921711	Salkma	walk	berjalan	nom	nom
509	/records/1921670	Salkma	come	datang	nsi'	nsi'
510	/records/1921680	Salkma	fall	jatuh	nti	nti
511	/records/1921688	Salkma	know	tahu	nu	nu
512	/records/1921567	Salkma	person	orang	nu	nu
513	/records/1921564	Salkma	male	laki-laki	nudeli	nudeli
514	/records/1921558	Salkma	female	perempuan	nurid	nurid
515	/records/1921613	Salkma	he, she	dia	o	o
516	/records/1921563	Salkma	louse	kutu	o	o
517	/records/1921580	Salkma	fog	kabit	õ	õ
518	/records/1921658	Salkma	that	itu	onanafo	onanafo
519	/records/1921661	Salkma	this	ini	onesfo	onesfo
520	/records/1921717	Salkma	inside	di dalam	paberu	paberu
521	/records/1921550	Salkma	skin	kulit	pal	pal
522	/records/1921614	Salkma	we (incl)	kita	pap	pap
523	/records/1921615	Salkma	they	mereka	pap kadoa	pap kadoa
524	/records/1921719	Salkma	near	dekat	patap	patap
525	/records/1921628	Salkma	red	merah	pe'he'	pe'he'
526	/records/1921606	Salkma	thorn	duri	pedin	pedin
527	/records/1921681	Salkma	flow (river)	mengalir	pedo	pedo
528	/records/1921626	Salkma	black	hitam	pedu	pedu
529	/records/1921581	Salkma	fruit	buah	pega	peɡa
530	/records/1921682	Salkma	fly (bird)	terbang	pehir	pehir
531	/records/1921571	Salkma	tail	ekor	peiya	peija
532	/records/1921585	Salkma	leaf	daun	pela	pela
533	/records/1921629	Salkma	yellow	kuning	pelebi	pelebi
534	/records/1921642	Salkma	large (dog)	besar	pelebu	pelebu
535	/records/1921643	Salkma	long (snake)	panjang	pelu	pelu
536	/records/1921632	Salkma	blunt (stick)	tumpul	perabutiye	perabutije
537	/records/1921640	Salkma	heavy (stone)	berat	petiye	petije
538	/records/1921638	Salkma	full (bucket)	penuh	põhõ	põhõ
539	/records/1921659	Salkma	thick (stick)	tebal	pokadeo	pokadeo
540	/records/1921656	Salkma	straight (stick)	lurus	potero	potero
541	/records/1921663	Salkma	wet (sand)	basah	psul	psul
542	/records/1921652	Salkma	short (snake)	pendek	ramu	ramu
543	/records/1921544	Salkma	leg, foot	kaki	re	re
544	/records/1921693	Salkma	rub	menggosok	ru	ru
545	/records/1921540	Salkma	hair (head)	rambut	sadi	sadi
546	/records/1921674	Salkma	cut (grass)	membabat	sah	sah
547	/records/1921579	Salkma	fire	api	sal	sal
548	/records/1921600	Salkma	smoke	asap	salmbu	salᵐbu
549	/records/1921542	Salkma	head	kepala	sapa	sapa
550	/records/1921701	Salkma	speak	bicara	sawakodre	sawakodre
551	/records/1921588	Salkma	mountain	gunung	seba	seba
552	/records/1921560	Salkma	fly	lalat	sebar	sebar
553	/records/1921636	Salkma	evil (person)	jahat	seki	seki
554	/records/1921577	Salkma	cloud	awan	seneha	seneha
555	/records/1921530	Salkma	abdomen	perut	seni	seni
556	/records/1921699	Salkma	sit	duduk	sier	sier
557	/records/1921692	Salkma	push	mendorong	skaiyu	skaiju
558	/records/1921538	Salkma	eye	mata	sobo	sobo
559	/records/1921677	Salkma	dream	mimpi	som	som
560	/records/1921535	Salkma	breast	susu	su	su
561	/records/1921712	Salkma	wash (clothes)	mencuci	suwa	suwa
562	/records/1921572	Salkma	wife	isteri	tabeli	tabeli
563	/records/1921657	Salkma	swollen (leg)	bengkak	tebu	tebu
564	/records/1921590	Salkma	night	malam	tedol	tedol
565	/records/1921584	Salkma	jungle	hutan	teli	teli
566	/records/1921618	Salkma	three	tiga	telo	telo
567	/records/1921536	Salkma	ear	telinga	tepe	tepe
568	/records/1921597	Salkma	sea	laut	tes	tes
569	/records/1921611	Salkma	I	saya	tet	tet
570	/records/1921604	Salkma	stick	tongkat	tiji	tiɟi
571	/records/1921605	Salkma	sun	matahari	til	til
572	/records/1921655	Salkma	sore (leg)	sakit	to	to
573	/records/1921602	Salkma	star	bintang	tũ	tũ
574	/records/1921714	Salkma	who	siapa	umho'moko	umho'moko
575	/records/1921591	Salkma	path	jalan	wahalwulo	wahalwulo
576	/records/1921715	Salkma	far	jauh	welu	welu
577	/records/1921706	Salkma	stink	berbau	werno	werno
578	/records/1921630	Salkma	white	putih	wesoko	wesoko
579	/records/1921673	Salkma	cry	menangis	wi	wi
580	/records/1921684	Salkma	hear	dengar	win	win
581	/records/1921565	Salkma	mosquito	nyamuk	wo	wo
582	/records/1921637	Salkma	few (stones)	sedikit	yiwalo'	jiwalo'
583	/records/1921599	Salkma	sky	langit	yu	ju
584	/records/1921795	Kalabra	stone	batu	am'k	am'k
585	/records/1921751	Kalabra	fish	ikan	armpiet	armpiet
586	/records/1921870	Kalabra	drink	minum	at	at
587	/records/1921871	Kalabra	eat	makan	atkren	atkren
588	/records/1921911	Kalabra	outside	di luar	babri	babri
589	/records/1921788	Kalabra	salt	garam	belen	belen
590	/records/1921882	Kalabra	play	bermain	bet	bet
591	/records/1921793	Kalabra	soil, earth	tanah	bet	bet
592	/records/1921859	Kalabra	bathe	mandi	betsier	betsier
593	/records/1921902	Kalabra	wash (clothes)	mencuci	bis	bis
594	/records/1921835	Kalabra	large (dog)	besar	blebun	blebun
595	/records/1921752	Kalabra	fly	lalat	blit	blit
596	/records/1921877	Kalabra	hit	pukul	bwia	bʷia
597	/records/1921879	Kalabra	kill	bunuh	bwiafid	bʷiafid
598	/records/1921738	Kalabra	mouth	mulut	defalk	defalk
599	/records/1921733	Kalabra	hand	tangan	defo	defo
600	/records/1921756	Kalabra	male	laki-laki	dele	dele
601	/records/1921863	Kalabra	cough	batuk	dia	dia
602	/records/1921725	Kalabra	body hair	bulu badan	dien	dien
603	/records/1921786	Kalabra	roof	atap	dier	dier
604	/records/1921728	Kalabra	ear	telinga	difitlas	difitlas
605	/records/1921892	Kalabra	spit	meludah	difla	difla
606	/records/1921884	Kalabra	push	mendorong	dik	dik
607	/records/1921798	Kalabra	thorn	duri	dinik	dinik
608	/records/1921774	Kalabra	garden	kebun	dotia	dotia
609	/records/1921741	Kalabra	nose	hidung	drawad	drawad
610	/records/1921900	Kalabra	vomit	muntah	dria	dria
611	/records/1921736	Kalabra	leg, foot	kaki	drit	drit
612	/records/1921857	Kalabra	afraid	takut	elk	elk
613	/records/1921779	Kalabra	lightning	kilat	elk	elk
614	/records/1921838	Kalabra	narrow (path)	sempit	fadiak	fadiak
615	/records/1921905	Kalabra	at	di	fafoi	fafoi
616	/records/1921742	Kalabra	skin	kulit	falk	falk
617	/records/1921843	Kalabra	sharp (stick)	tajam	fat	fat
618	/records/1921841	Kalabra	rotten (fruit)	busuk	fban	fban
619	/records/1921896	Kalabra	stink	berbau	fbantrie	fbantrie
620	/records/1921819	Kalabra	green	hijau	fbera	fbera
621	/records/1921832	Kalabra	good (person)	baik	fbot	fbot
622	/records/1921818	Kalabra	black	hitam	fdin	fdin
623	/records/1921887	Kalabra	scratch	garuk	fdlik	fdlik
624	/records/1921828	Kalabra	dry (grass)	kering	fdrot	fdrot
625	/records/1921908	Kalabra	inside	di dalam	fekales	fekales
626	/records/1921822	Kalabra	white	putih	felek	felek
627	/records/1921836	Kalabra	long (snake)	panjang	felis	felis
628	/records/1921860	Kalabra	blow	tiup	fero	fero
629	/records/1921844	Kalabra	short (snake)	pendek	fgateben	fɡateben
630	/records/1921840	Kalabra	old (house)	lama	fhamat	fhamat
631	/records/1921820	Kalabra	red	merah	fhen	fhen
632	/records/1921831	Kalabra	full (bucket)	penuh	fhon	fhon
633	/records/1921867	Kalabra	die	mati	fid	fid
634	/records/1921839	Kalabra	new (house)	baru	fifi	fifi
635	/records/1921874	Kalabra	fly (bird)	terbang	fir	fir
636	/records/1921773	Kalabra	fruit	buah	fiun	fiun
637	/records/1921790	Kalabra	seed	biji	fiun	fiun
638	/records/1921824	Kalabra	blunt (stick)	tumpul	fkedo	fkedo
639	/records/1921846	Kalabra	smooth (stone)	licin	fkli	fkli
640	/records/1921873	Kalabra	flow (river)	mengalir	flik	flik
641	/records/1921852	Kalabra	thin (stick)	tipis	fmen	fmen
642	/records/1921737	Kalabra	meat, flesh	daging	fogut	foɡut
643	/records/1921763	Kalabra	tail	ekor	fokales	fokales
644	/records/1921821	Kalabra	yellow	kuning	frhun	frhun
645	/records/1921881	Kalabra	live	hidup	fron	fron
646	/records/1921768	Kalabra	branch	cabang	fsama	fsama
647	/records/1921855	Kalabra	wet (sand)	basah	fsok	fsok
648	/records/1921833	Kalabra	heavy (stone)	berat	ftain	ftain
649	/records/1921847	Kalabra	sore (leg)	sakit	ftot	ftot
650	/records/1921848	Kalabra	straight (stick)	lurus	ftrot	ftrot
651	/records/1921854	Kalabra	truly, well (to speak)	benar	ftrot	ftrot
652	/records/1921826	Kalabra	different	berbeda	fwat	fʷat
653	/records/1921845	Kalabra	small (dog)	kecil	fwet	fʷet
654	/records/1921893	Kalabra	split (wood)	membelah	gafla	ɡafla
655	/records/1921868	Kalabra	dig	gali	gak	ɡak
656	/records/1921866	Kalabra	cut (grass)	membabat	gardian	ɡardian
657	/records/1921722	Kalabra	abdomen	perut	gasin	ɡasin
658	/records/1921739	Kalabra	nail (finger)	kuku	gid	ɡid
659	/records/1921817	Kalabra	ten	sepuluh	gihar	ɡihar
660	/records/1921895	Kalabra	stand	berdiri	goro	ɡoro
661	/records/1921886	Kalabra	seek	cari	griwe	ɡriwe
662	/records/1921861	Kalabra	breathe	bernapas	halia	halia
663	/records/1921888	Kalabra	shoot (pig)	memanah	han	han
664	/records/1921811	Kalabra	four	empat	hat	hat
665	/records/1921724	Kalabra	blood	darah	hen	hen
666	/records/1921875	Kalabra	give	memberi	henak	henak
667	/records/1921766	Kalabra	worm	cacing (tanah)	henet	henet
668	/records/1921862	Kalabra	come	datang	henhoi	henhoi
669	/records/1921858	Kalabra	ashamed	malu	hesfe	hesfe
670	/records/1921864	Kalabra	count	hitung	hiruwe	hiruwe
671	/records/1921906	Kalabra	far	jauh	holo	holo
672	/records/1921748	Kalabra	dog	anjing	hun	hun
673	/records/1921791	Kalabra	sky	langit	jik	ɟik
674	/records/1921754	Kalabra	leech	lintah	jok	ɟok
675	/records/1921801	Kalabra	water	air	kala	kala
676	/records/1921735	Kalabra	heart	jantung	kas	kas
677	/records/1921785	Kalabra	rain	hujan	kegen	keɡen
678	/records/1921776	Kalabra	house	rumah	keit	keit
679	/records/1921898	Kalabra	throw (stone)	melempar	kelat	kelat
680	/records/1921802	Kalabra	wind	angin	kemun	kemun
681	/records/1921788	Kalabra	salt	garam	kesern	kesern
682	/records/1921899	Kalabra	tie (rope)	mengikat	ket	ket
683	/records/1921883	Kalabra	pull	menarik	kiliel	kiliel
684	/records/1921745	Kalabra	bird	burung	klen	klen
685	/records/1921767	Kalabra	banana	pisang	ko	ko
686	/records/1921903	Kalabra	what	apa	kreimangkaf	kreimaŋkaf
687	/records/1921726	Kalabra	bone	tulang	kudus	kudus
688	/records/1921761	Kalabra	rat	tikus	kus	kus
689	/records/1921800	Kalabra	tree	pohon, kayu	kut	kut
690	/records/1921778	Kalabra	leaf	daun	las	las
691	/records/1921809	Kalabra	two	dua	lok	lok
692	/records/1921762	Kalabra	snake	ular	luwa	luwa
693	/records/1921753	Kalabra	husband	suami	mableio	mableio
694	/records/1921740	Kalabra	neck	leher	mak	mak
695	/records/1921806	Kalabra	we (incl)	kita	mam	mam
696	/records/1921851	Kalabra	thick (stick)	tebal	mefakfok	mefakfok
697	/records/1921807	Kalabra	they	mereka	meiyei	meijei
698	/records/1921760	Kalabra	pig	babi	mekruk	mekruk
699	/records/1921781	Kalabra	mountain	gunung	mela	mela
700	/records/1921744	Kalabra	tongue	lidah	men	men
701	/records/1921812	Kalabra	five	lima	mhot	mhot
702	/records/1921731	Kalabra	finger	jari	min	min
703	/records/1921780	Kalabra	moon	bulan	mok	mok
704	/records/1921815	Kalabra	eight	delapan	mtadulk'	mtadulk'
705	/records/1921814	Kalabra	seven	tujuh	mtalok	mtalok
706	/records/1921813	Kalabra	six	enam	mtamere	mtamere
707	/records/1921816	Kalabra	nine	sembilan	mtanhat	mtanhat
708	/records/1921865	Kalabra	cry	menangis	mur	mur
709	/records/1921787	Kalabra	rope	tali	mus	mus
710	/records/1921764	Kalabra	wife	isteri	mwasimian	mʷasimian
711	/records/1921910	Kalabra	near	dekat	nadefe	nadefe
712	/records/1921804	Kalabra	you (s)	kamu	nan	nan
713	/records/1921897	Kalabra	suck	isap	nat	nat
714	/records/1921827	Kalabra	dirty (hands)	kotor	ndehan	ndehan
715	/records/1921782	Kalabra	name	nama	nekadi	nekadi
716	/records/1921912	Kalabra	right side	kanan	netugu	netuɡu
717	/records/1921909	Kalabra	left side	kiri	newet	newet
718	/records/1921825	Kalabra	cold (wind)	dingin	ngomon	ŋomon
719	/records/1921805	Kalabra	he, she	dia	nin	nin
720	/records/1921759	Kalabra	person	orang	no	no
721	/records/1921880	Kalabra	know	tahu	nok	nok
722	/records/1921890	Kalabra	sleep	tidur	nolek	nolek
723	/records/1921904	Kalabra	who	siapa	nomangkau	nomaŋkau
724	/records/1921759	Kalabra	person	orang	notuhu	notuhu
725	/records/1921823	Kalabra	all	semua	nsiyo kaide	nsijo kaide
726	/records/1921872	Kalabra	fall	jatuh	nti	nti
727	/records/1921901	Kalabra	walk	berjalan	num	num
728	/records/1921755	Kalabra	louse	kutu	on	on
729	/records/1921789	Kalabra	sand	pasir	paser	paser
730	/records/1921765	Kalabra	wing	ayap	pelu	pelu
731	/records/1921849	Kalabra	swollen (leg)	bengkak	pik	pik
732	/records/1921856	Kalabra	wide (path)	lebar	pleibion	pleibion
733	/records/1921770	Kalabra	egg	telur	pogo	poɡo
734	/records/1921799	Kalabra	thunder	guntur	rdiho	rdiho
735	/records/1921750	Kalabra	female	perempuan	rid	rid
736	/records/1921777	Kalabra	jungle	hutan	sabra	sabra
737	/records/1921732	Kalabra	hair (head)	rambut	sadien	sadien
738	/records/1921734	Kalabra	head	kepala	safas	safas
739	/records/1921771	Kalabra	fire	api	sal	sal
740	/records/1921792	Kalabra	smoke	asap	salbi	salbi
741	/records/1921723	Kalabra	back	punggung	samkut	samkut
742	/records/1921775	Kalabra	grass	alang-alang	sawija	sawiɟa
743	/records/1921894	Kalabra	stab	tikam	sega	seɡa
744	/records/1921885	Kalabra	see	lihat	semut	semut
745	/records/1921889	Kalabra	sit	duduk	ser	ser
746	/records/1921842	Kalabra	same	sama	sidir	sidir
747	/records/1921730	Kalabra	eye	mata	sifogo	sifoɡo
748	/records/1921746	Kalabra	cassowary	kasuari	simat	simat
749	/records/1921757	Kalabra	mosquito	nyamuk	sinas	sinas
750	/records/1921891	Kalabra	speak	bicara	sir	sir
751	/records/1921729	Kalabra	elbow	siku	siya	sija
752	/records/1921878	Kalabra	hold	pegang	slonti	slonti
753	/records/1921850	Kalabra	that	itu	sodonof	sodonof
754	/records/1921853	Kalabra	this	ini	songgaf	soŋɡaf
755	/records/1921869	Kalabra	dream	mimpi	sumuk	sumuk
756	/records/1921769	Kalabra	cloud	awan	sun	sun
757	/records/1921772	Kalabra	fog	kabit	sun	sun
758	/records/1921727	Kalabra	breast	susu	syo	sjo
759	/records/1921783	Kalabra	night	malam	tedon	tedon
760	/records/1921796	Kalabra	stick	tongkat	tegen	teɡen
761	/records/1921743	Kalabra	teeth	gigi	tela	tela
762	/records/1921758	Kalabra	mother	ibu	teme	teme
763	/records/1921834	Kalabra	hot (wind)	panas	tilbia	tilbia
764	/records/1921797	Kalabra	sun	matahari	tilbia	tilbia
765	/records/1921803	Kalabra	I	saya	tit	tit
766	/records/1921907	Kalabra	in front	di depan	tohofe	tohofe
767	/records/1921749	Kalabra	father	bapak	ton	ton
768	/records/1921747	Kalabra	child	anak	tremia	tremia
769	/records/1921810	Kalabra	three	tiga	tuluk	tuluk
770	/records/1921794	Kalabra	star	bintang	twon	tʷon
771	/records/1921829	Kalabra	evil (person)	jahat	waide	waide
772	/records/1921784	Kalabra	path	jalan	walhu	walhu
773	/records/1921876	Kalabra	hear	dengar	win	win
774	/records/1921829	Kalabra	evil (person)	jahat	wkrek	wkrek
775	/records/1921808	Kalabra	one	satu	wmere	wmere
776	/records/1921837	Kalabra	many	banyak	worok	worok
777	/records/1921830	Kalabra	few (stones)	sedikit	worokdet	worokdet
778	/records/1921980	Tehit Salmit	sea	laut	adar	adar
779	/records/1921979	Tehit Salmit	sand	pasir	adiabi	adiabi
780	/records/1922056	Tehit Salmit	die	mati	agok	aɡok
781	/records/1922054	Tehit Salmit	count	hitung	aher	aher
782	/records/1921948	Tehit Salmit	mosquito	nyamuk	ainas	ainas
783	/records/1922047	Tehit Salmit	afraid	takut	aliak	aliak
784	/records/1921986	Tehit Salmit	stone	batu	amak	amak
785	/records/1921977	Tehit Salmit	rope	tali	amis	amis
786	/records/1921973	Tehit Salmit	night	malam	amuk	amuk
787	/records/1921920	Tehit Salmit	elbow	siku	asia	asia
788	/records/1922099	Tehit Salmit	inside	di dalam	babri	babri
789	/records/1922093	Tehit Salmit	wash (clothes)	mencuci	bacer	bacer
790	/records/1922071	Tehit Salmit	play	bermain	bait	bait
791	/records/1922079	Tehit Salmit	sing	menyanyi	baren	baren
792	/records/1921978	Tehit Salmit	salt	garam	beleng seren	beleŋ seren
793	/records/1921984	Tehit Salmit	soil, earth	tanah	bet	bet
794	/records/1921965	Tehit Salmit	garden	kebun	biele	biele
795	/records/1921943	Tehit Salmit	fly	lalat	bilit	bilit
796	/records/1921966	Tehit Salmit	house	rumah	bol	bol
797	/records/1922091	Tehit Salmit	vomit	muntah	dafidiak	dafidiak
798	/records/1922017	Tehit Salmit	dirty (hands)	kotor	dahan	dahan
799	/records/1921932	Tehit Salmit	nose	hidung	daweidi	daweidi
800	/records/1921927	Tehit Salmit	leg, foot	kaki	deip	deip
801	/records/1921919	Tehit Salmit	ear	telinga	devit	devit
802	/records/1921938	Tehit Salmit	child	anak	dfevet	dfevet
803	/records/1921929	Tehit Salmit	mouth	mulut	diakfalak	diakfalak
804	/records/1921916	Tehit Salmit	body hair	bulu badan	dien	dien
805	/records/1922053	Tehit Salmit	cough	batuk	dihe	dihe
806	/records/1921989	Tehit Salmit	thorn	duri	dinik	dinik
807	/records/1921931	Tehit Salmit	neck	leher	dioro	dioro
808	/records/1922077	Tehit Salmit	scratch	garuk	dip	dip
809	/records/1921952	Tehit Salmit	rat	tikus	donsris	donsris
810	/records/1921982	Tehit Salmit	sky	langit	dyik	djik
811	/records/1921990	Tehit Salmit	thunder	guntur	erdi	erdi
812	/records/1921942	Tehit Salmit	fish	ikan	erpait	erpait
813	/records/1921933	Tehit Salmit	skin	kulit	falak	falak
814	/records/1921974	Tehit Salmit	path	jalan	fanfele	fanfele
815	/records/1921969	Tehit Salmit	lightning	kilat	felak	felak
816	/records/1921928	Tehit Salmit	meat, flesh	daging	fogot	foɡot
817	/records/1921981	Tehit Salmit	seed	biji	fun	fun
818	/records/1922090	Tehit Salmit	tie (rope)	mengikat	gait	ɡait
819	/records/1922057	Tehit Salmit	dig	gali	gak	ɡak
820	/records/1921926	Tehit Salmit	heart	jantung	gas	ɡas
821	/records/1922072	Tehit Salmit	pull	menarik	gei	ɡei
822	/records/1922089	Tehit Salmit	throw (stone)	melempar	gelat	ɡelat
823	/records/1922076	Tehit Salmit	seek	cari	geriwai	ɡeriwai
824	/records/1921930	Tehit Salmit	nail (finger)	kuku	gidis	ɡidis
825	/records/1922073	Tehit Salmit	push	mendorong	godim	ɡodim
826	/records/1921917	Tehit Salmit	bone	tulang	godis	ɡodis
827	/records/1922083	Tehit Salmit	spit	meludah	gofiliak	ɡofiliak
828	/records/1922086	Tehit Salmit	stand	berdiri	goro	ɡoro
829	/records/1921946	Tehit Salmit	louse	kutu	hain	hain
830	/records/1922051	Tehit Salmit	breathe	bernapas	halie	halie
831	/records/1922078	Tehit Salmit	shoot (pig)	memanah	hanan	hanan
832	/records/1922001	Tehit Salmit	four	empat	hat	hat
833	/records/1921915	Tehit Salmit	blood	darah	hen	hen
834	/records/1922064	Tehit Salmit	give	memberi	henap	henap
835	/records/1922048	Tehit Salmit	ashamed	malu	hesfe	hesfe
836	/records/1921957	Tehit Salmit	worm	cacing (tanah)	hnait	hnait
837	/records/1921934	Tehit Salmit	teeth	gigi	intala	intala
838	/records/1922074	Tehit Salmit	rub	menggosok	jian	ɟian
839	/records/1921976	Tehit Salmit	roof	atap	kada	kada
840	/records/1922013	Tehit Salmit	all	semua	kadiokak	kadiokak
841	/records/1922019	Tehit Salmit	few (stones)	sedikit	kaiyavet	kaijavet
842	/records/1921992	Tehit Salmit	water	air	kala	kala
843	/records/1921936	Tehit Salmit	bird	burung	kalen	kalen
844	/records/1921953	Tehit Salmit	snake	ular	kelik	kelik
845	/records/1921993	Tehit Salmit	wind	angin	komin	komin
846	/records/1921951	Tehit Salmit	pig	babi	korik	korik
847	/records/1921999	Tehit Salmit	two	dua	laik	laik
848	/records/1921924	Tehit Salmit	hand	tangan	latovo	latovo
849	/records/1922080	Tehit Salmit	sit	duduk	lili	lili
850	/records/1921944	Tehit Salmit	husband	suami	mabli	mabli
851	/records/1922101	Tehit Salmit	near	dekat	madeve	madeve
852	/records/1921939	Tehit Salmit	dog	anjing	magan	maɡan
853	/records/1922002	Tehit Salmit	five	lima	mahot	mahot
854	/records/1921935	Tehit Salmit	tongue	lidah	main	main
855	/records/1922096	Tehit Salmit	at	di	maksui	maksui
856	/records/1922098	Tehit Salmit	in front	di depan	malgin	malɡin
857	/records/1922016	Tehit Salmit	different	berbeda	manombat	manoᵐbat
858	/records/1921998	Tehit Salmit	one	satu	mares	mares
859	/records/1922066	Tehit Salmit	hit	pukul	mbal	ᵐbal
860	/records/1922031	Tehit Salmit	rotten (fruit)	busuk	mban	ᵐban
861	/records/1922021	Tehit Salmit	good (person)	baik	mbot	ᵐbot
862	/records/1922044	Tehit Salmit	truly, well (to speak)	benar	mbot	ᵐbot
863	/records/1922029	Tehit Salmit	not	tidak	medei	medei
864	/records/1921971	Tehit Salmit	mountain	gunung	mela	mela
865	/records/1922012	Tehit Salmit	white	putih	melak	melak
866	/records/1922097	Tehit Salmit	far	jauh	melis	melis
867	/records/1922025	Tehit Salmit	long (snake)	panjang	melis	melis
868	/records/1922042	Tehit Salmit	thin (stick)	tipis	men	men
869	/records/1922011	Tehit Salmit	yellow	kuning	meret	meret
870	/records/1922087	Tehit Salmit	stink	berbau	merunun	merunun
871	/records/1922063	Tehit Salmit	fly (bird)	terbang	mesen	mesen
872	/records/1921961	Tehit Salmit	egg	telur	mesin	mesin
873	/records/1922018	Tehit Salmit	evil (person)	jahat	meterer	meterer
874	/records/1922035	Tehit Salmit	small (dog)	kecil	mewet	mewet
875	/records/1922024	Tehit Salmit	large (dog)	besar	mfele	mfele
876	/records/1921954	Tehit Salmit	tail	ekor	mgales	mɡales
877	/records/1921964	Tehit Salmit	fruit	buah	mgan	mɡan
878	/records/1922034	Tehit Salmit	short (snake)	pendek	mgeteben	mɡeteben
879	/records/1922010	Tehit Salmit	red	merah	mhen	mhen
880	/records/1922030	Tehit Salmit	old (house)	lama	mhomat	mhomat
881	/records/1922020	Tehit Salmit	full (bucket)	penuh	mhon	mhon
882	/records/1921922	Tehit Salmit	finger	jari	min	min
883	/records/1922022	Tehit Salmit	heavy (stone)	berat	mitian	mitian
884	/records/1922027	Tehit Salmit	narrow (path)	sempit	mofodik	mofodik
885	/records/1922028	Tehit Salmit	new (house)	baru	moivi	moivi
886	/records/1921970	Tehit Salmit	moon	bulan	mok	mok
887	/records/1922036	Tehit Salmit	smooth (stone)	licin	mokoli	mokoli
888	/records/1921991	Tehit Salmit	tree	pohon, kayu	mol	mol
889	/records/1922037	Tehit Salmit	sore (leg)	sakit	motot	motot
890	/records/1922046	Tehit Salmit	wide (path)	lebar	mpele	mpele
891	/records/1922032	Tehit Salmit	same	sama	msidier	msidier
892	/records/1922003	Tehit Salmit	six	enam	mtamere	mtamere
893	/records/1922006	Tehit Salmit	nine	sembilan	mtanhat	mtanhat
894	/records/1922008	Tehit Salmit	black	hitam	mudin	mudin
895	/records/1921956	Tehit Salmit	wing	ayap	mul	mul
896	/records/1922070	Tehit Salmit	live	hidup	muli	muli
897	/records/1921950	Tehit Salmit	person	orang	na	na
898	/records/1921947	Tehit Salmit	male	laki-laki	nadla	nadla
899	/records/1921941	Tehit Salmit	female	perempuan	nadli	nadli
900	/records/1921955	Tehit Salmit	wife	isteri	nadli	nadli
901	/records/1922084	Tehit Salmit	split (wood)	membelah	nalafalan	nalafalan
902	/records/1922052	Tehit Salmit	come	datang	nam	nam
903	/records/1921997	Tehit Salmit	they	mereka	nam	nam
904	/records/1922095	Tehit Salmit	who	siapa	namanen	namanen
905	/records/1921995	Tehit Salmit	you (s)	kamu	nan	nan
906	/records/1922081	Tehit Salmit	sleep	tidur	nas	nas
907	/records/1922103	Tehit Salmit	right side	kanan	natokoin	natokoin
908	/records/1922100	Tehit Salmit	left side	kiri	naweit	naweit
909	/records/1922014	Tehit Salmit	blunt (stick)	tumpul	ndabin	ⁿdabin
910	/records/1922041	Tehit Salmit	thick (stick)	tebal	ndiakfun	ⁿdiakfun
911	/records/1922038	Tehit Salmit	straight (stick)	lurus	ndrot	ⁿdrot
912	/records/1922015	Tehit Salmit	cold (wind)	dingin	nekomin	nekomin
913	/records/1921996	Tehit Salmit	he, she	dia	nen	nen
914	/records/1922039	Tehit Salmit	swollen (leg)	bengkak	nfik	nfik
915	/records/1922009	Tehit Salmit	green	hijau	ngera	ŋera
916	/records/1922094	Tehit Salmit	what	apa	nimitmo	nimitmo
917	/records/1922069	Tehit Salmit	know	tahu	nok	nok
918	/records/1922065	Tehit Salmit	hear	dengar	nos	nos
919	/records/1921959	Tehit Salmit	branch	cabang	nsadiatan	nsadiatan
920	/records/1922045	Tehit Salmit	wet (sand)	basah	nsemok	nsemok
921	/records/1922102	Tehit Salmit	outside	di luar	nsetelin	nsetelin
922	/records/1922004	Tehit Salmit	seven	tujuh	ntalak	ntalak
923	/records/1922033	Tehit Salmit	sharp (stick)	tajam	ntasala	ntasala
924	/records/1922005	Tehit Salmit	eight	delapan	ntatolik	ntatolik
925	/records/1922023	Tehit Salmit	hot (wind)	panas	ntebat	ntebat
926	/records/1922061	Tehit Salmit	fall	jatuh	nti	nti
927	/records/1921968	Tehit Salmit	leaf	daun	nwelis	nʷelis
928	/records/1921958	Tehit Salmit	banana	pisang	odi	odi
929	/records/1921913	Tehit Salmit	abdomen	perut	okomat	okomat
930	/records/1922040	Tehit Salmit	that	itu	olefolanko	olefolanko
931	/records/1922043	Tehit Salmit	this	ini	olesoko	olesoko
932	/records/1922055	Tehit Salmit	cry	menangis	owo	owo
